year_bin	prcp	t2m	u10m	v10m
2015-2024	0.025	-0.021	-0.015	-0.045
2025-2034	0.015	-0.022	-0.015	-0.044
2035-2044	0.013	-0.022	-0.016	-0.046
2045-2054	0.017	-0.023	-0.016	-0.048
2055-2064	0.031	-0.020	-0.014	-0.043
2065-2074	0.010	-0.019	-0.014	-0.039
2075-2080	0.023	-0.016	-0.014	-0.040
