year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.528	-0.168	-0.105	-0.139
2025-2034	-0.556	-0.169	-0.106	-0.139
2035-2044	-0.564	-0.169	-0.106	-0.141
2045-2054	-0.558	-0.170	-0.106	-0.142
2055-2064	-0.567	-0.169	-0.106	-0.140
2065-2074	-0.579	-0.169	-0.106	-0.138
2075-2080	-0.565	-0.170	-0.106	-0.140
