month	prcp	t2m	u10m	v10m
1	1.16	0.54	0.32	0.36
2	1.37	0.53	0.33	0.37
3	1.57	0.54	0.35	0.38
4	1.85	0.56	0.35	0.37
5	3.30	0.56	0.35	0.37
6	3.79	0.56	0.36	0.39
7	4.02	0.54	0.34	0.38
8	4.83	0.55	0.36	0.39
9	4.33	0.53	0.33	0.37
10	2.24	0.50	0.32	0.37
11	1.22	0.49	0.31	0.35
12	1.12	0.51	0.31	0.35
