month	prcp	t2m	u10m	v10m
1	4.28	1.02	0.57	0.68
2	4.40	1.01	0.58	0.68
3	4.66	1.06	0.59	0.67
4	7.35	1.10	0.60	0.67
5	13.78	1.07	0.60	0.66
6	24.56	1.17	0.65	0.76
7	29.79	1.22	0.76	0.87
8	30.37	1.12	0.69	0.76
9	21.49	1.06	0.59	0.69
10	15.27	1.03	0.62	0.72
11	8.98	1.00	0.59	0.67
12	6.76	1.00	0.59	0.67
