month	prcp	t2m	u10m	v10m
1	3.62	0.78	0.54	0.54
2	2.59	0.79	0.53	0.58
3	3.01	0.83	0.54	0.56
4	5.42	0.90	0.57	0.59
5	9.94	0.91	0.56	0.59
6	15.91	1.01	0.60	0.63
7	13.49	0.92	0.58	0.60
8	15.10	0.84	0.60	0.61
9	10.87	0.79	0.56	0.62
10	3.75	0.68	0.50	0.56
11	1.96	0.65	0.49	0.52
12	1.51	0.68	0.48	0.51
