metric	prcp	t2m	u10m	v10m
RMSE	-1.182	-0.233	-0.159	-0.152
MAE	-0.652	-0.184	-0.116	-0.116
CORR	0.054	0.005	0.045	0.038
CRPS	-1.137	-0.283	-0.178	-0.187
STD_DEV	2.461	0.489	0.305	0.345
