metric	prcp	t2m	u10m	v10m
RMSE	0.006	-0.017	-0.022	-0.037
MAE	0.013	-0.014	-0.019	-0.032
CORR	-0.008	0.001	0.011	0.010
CRPS	-0.630	-0.160	-0.105	-0.125
STD_DEV	1.954	0.397	0.288	0.323
