month	prcp	t2m	u10m	v10m
1	0.282	0.025	0.045	0.068
2	0.261	0.020	0.042	0.063
3	0.305	0.020	0.044	0.068
4	0.299	0.014	0.043	0.070
5	0.297	0.021	0.041	0.067
6	0.313	0.030	0.052	0.071
7	0.307	0.026	0.053	0.068
8	0.274	0.028	0.048	0.071
9	0.253	0.029	0.050	0.072
10	0.317	0.027	0.048	0.061
11	0.304	0.027	0.049	0.065
12	0.262	0.027	0.050	0.059
