month	prcp	t2m	u10m	v10m
1	-0.037	-0.086	-0.013	-0.035
2	-0.042	-0.095	-0.014	-0.042
3	-0.042	-0.110	-0.010	-0.029
4	-0.010	-0.105	-0.007	-0.026
5	0.070	-0.062	-0.002	-0.017
6	0.044	-0.037	0.000	-0.028
7	0.183	-0.056	-0.002	-0.033
8	0.187	-0.038	0.005	-0.027
9	0.151	-0.030	-0.003	-0.012
10	0.044	-0.037	-0.014	-0.031
11	-0.072	-0.079	-0.021	-0.039
12	-0.093	-0.100	-0.018	-0.040
