year_bin	prcp	t2m	u10m	v10m
2015-2024	5.06	0.71	0.46	0.49
2025-2034	4.88	0.69	0.46	0.50
2035-2044	4.63	0.68	0.46	0.48
2045-2054	4.22	0.67	0.44	0.47
2055-2064	4.20	0.66	0.44	0.47
2065-2074	4.14	0.67	0.45	0.48
2075-2080	4.25	0.67	0.45	0.48
