month	prcp	t2m	u10m	v10m
1	0.007	-0.034	-0.024	-0.061
2	-0.002	-0.021	-0.019	-0.056
3	0.004	-0.022	-0.015	-0.048
4	0.024	-0.020	-0.007	-0.034
5	0.052	-0.017	0.006	-0.018
6	0.038	-0.008	0.001	-0.027
7	0.063	-0.004	0.001	-0.027
8	0.066	-0.005	0.001	-0.014
9	0.070	-0.014	0.001	-0.012
10	-0.008	-0.041	-0.012	-0.047
11	0.006	-0.048	-0.016	-0.053
12	0.005	-0.039	-0.019	-0.053
