year_bin	prcp	t2m	u10m	v10m
2015-2024	5.84	1.24	0.61	0.69
2025-2034	6.51	1.84	0.91	1.06
2035-2044	7.04	1.84	0.90	1.05
2045-2054	6.52	1.81	0.90	1.06
2055-2064	6.90	1.79	0.89	1.03
2065-2074	7.30	1.81	0.93	1.06
2075-2080	8.32	1.70	0.93	1.08
