year_bin	prcp	t2m	u10m	v10m
2015-2024	12.05	1.66	0.96	1.08
2025-2034	13.26	2.32	1.39	1.62
2035-2044	14.25	2.32	1.37	1.60
2045-2054	13.39	2.29	1.37	1.61
2055-2064	14.02	2.28	1.36	1.57
2065-2074	14.66	2.30	1.41	1.60
2075-2080	16.41	2.18	1.40	1.63
