month	prcp	t2m	u10m	v10m
1	2.07	0.74	0.35	0.36
2	2.35	0.75	0.37	0.39
3	3.06	0.77	0.41	0.43
4	5.68	0.81	0.43	0.46
5	9.11	0.83	0.43	0.47
6	11.93	0.86	0.44	0.49
7	8.86	0.78	0.41	0.44
8	10.70	0.80	0.44	0.46
9	8.56	0.76	0.40	0.44
10	3.45	0.67	0.35	0.37
11	1.87	0.68	0.33	0.35
12	1.88	0.72	0.33	0.35
