month	prcp	t2m	u10m	v10m
1	2.34	0.72	0.34	0.36
2	2.30	0.74	0.36	0.37
3	3.08	0.78	0.40	0.42
4	4.91	0.80	0.40	0.44
5	8.13	0.82	0.40	0.44
6	13.03	0.85	0.43	0.49
7	13.51	0.81	0.47	0.56
8	12.58	0.74	0.46	0.52
9	8.52	0.71	0.38	0.42
10	5.45	0.67	0.36	0.40
11	3.19	0.73	0.36	0.36
12	2.54	0.77	0.34	0.34
