year_bin	prcp	t2m	u10m	v10m
2015-2024	0.020	-0.086	-0.018	-0.063
2025-2034	0.023	-0.085	-0.017	-0.064
2035-2044	0.011	-0.089	-0.015	-0.062
2045-2054	0.015	-0.090	-0.015	-0.061
2055-2064	0.014	-0.088	-0.016	-0.062
2065-2074	0.027	-0.072	-0.014	-0.060
2075-2080	0.010	-0.086	-0.017	-0.062
