metric	prcp	t2m	u10m	v10m
RMSE	8.66	0.67	0.57	0.69
MAE	4.64	0.53	0.44	0.53
CORR	0.44	0.99	0.90	0.91
CRPS	4.64	0.53	0.44	0.53
STD_DEV	0.00	0.00	0.00	0.00
