month	prcp	t2m	u10m	v10m
1	1.38	0.53	0.41	0.53
2	1.07	0.54	0.41	0.52
3	1.40	0.55	0.40	0.51
4	2.78	0.56	0.42	0.53
5	5.19	0.61	0.47	0.56
6	7.45	0.48	0.43	0.52
7	8.93	0.50	0.48	0.55
8	10.35	0.55	0.51	0.57
9	9.09	0.48	0.47	0.56
10	5.36	0.48	0.43	0.54
11	1.00	0.48	0.38	0.48
12	1.39	0.59	0.42	0.53
