month	prcp	t2m	u10m	v10m
1	-0.231	-0.024	-0.112	-0.079
2	-0.137	-0.034	-0.113	-0.106
3	-0.129	-0.016	-0.128	-0.121
4	-0.175	-0.015	-0.123	-0.130
5	-0.179	-0.012	-0.123	-0.153
6	-0.106	-0.009	-0.154	-0.144
7	-0.091	-0.008	-0.153	-0.086
8	-0.041	-0.008	-0.110	-0.072
9	-0.086	-0.010	-0.168	-0.174
10	-0.112	-0.012	-0.113	-0.089
11	-0.161	-0.016	-0.110	-0.085
12	-0.115	-0.027	-0.170	-0.122
