month	prcp	t2m	u10m	v10m
1	4.007	1.605	0.883	1.276
2	3.744	1.665	0.880	1.219
3	3.998	1.652	0.826	1.313
4	3.962	1.599	0.870	1.376
5	4.092	1.720	0.782	1.240
6	3.515	1.721	0.769	1.324
7	2.925	1.830	0.756	1.318
8	4.286	1.655	0.672	1.212
9	4.271	1.782	0.823	1.370
10	2.658	1.508	0.836	1.254
11	3.595	1.580	0.887	1.269
12	3.392	1.587	0.862	1.244
