month	prcp	t2m	u10m	v10m
1	0.44	0.99	0.90	0.93
2	0.41	0.99	0.89	0.91
3	0.33	0.98	0.87	0.87
4	0.23	0.98	0.86	0.84
5	0.24	0.98	0.84	0.80
6	0.26	0.98	0.81	0.80
7	0.27	0.98	0.85	0.82
8	0.27	0.98	0.83	0.78
9	0.27	0.99	0.83	0.79
10	0.36	0.98	0.90	0.90
11	0.41	0.99	0.92	0.94
12	0.44	0.99	0.91	0.94
