year_bin	prcp	t2m	u10m	v10m
2015-2024	5.58	0.80	0.41	0.46
2025-2034	5.83	0.81	0.42	0.46
2035-2044	6.24	0.80	0.42	0.47
2045-2054	6.38	0.80	0.42	0.47
2055-2064	6.88	0.83	0.43	0.48
2065-2074	7.10	0.84	0.42	0.48
2075-2080	7.07	0.87	0.43	0.49
