year_bin	prcp	t2m	u10m	v10m
2015-2024	10.73	0.99	0.54	0.60
2025-2034	11.13	0.99	0.54	0.60
2035-2044	11.83	0.98	0.55	0.61
2045-2054	11.99	0.98	0.54	0.61
2055-2064	12.93	1.02	0.56	0.63
2065-2074	13.32	1.02	0.56	0.63
2075-2080	13.18	1.06	0.56	0.64
