month	prcp	t2m	u10m	v10m
1	4.74	2.79	1.14	1.39
2	4.10	3.00	1.19	1.61
3	8.54	2.62	1.45	1.83
4	10.92	2.34	1.47	1.81
5	16.94	1.77	1.46	1.69
6	34.15	1.91	1.57	1.78
7	23.04	1.39	1.43	1.63
8	43.26	1.60	1.56	1.78
9	38.24	1.62	1.55	1.68
10	13.47	1.90	1.14	1.28
11	8.94	2.05	1.18	1.26
12	7.63	2.59	1.13	1.29
