year_bin	prcp	t2m	u10m	v10m
2015-2024	0.029	-0.023	-0.009	-0.039
2025-2034	0.031	-0.024	-0.008	-0.040
2035-2044	0.015	-0.023	-0.009	-0.039
2045-2054	0.020	-0.022	-0.008	-0.036
2055-2064	0.026	-0.022	-0.008	-0.036
2065-2074	0.037	-0.022	-0.008	-0.037
2075-2080	0.034	-0.023	-0.009	-0.037
