year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.475	-0.158	-0.101	-0.129
2025-2034	-0.465	-0.155	-0.100	-0.128
2035-2044	-0.493	-0.156	-0.101	-0.130
2045-2054	-0.481	-0.157	-0.099	-0.127
2055-2064	-0.471	-0.155	-0.099	-0.126
2065-2074	-0.476	-0.156	-0.099	-0.128
2075-2080	-0.479	-0.156	-0.098	-0.127
