year_bin	prcp	t2m	u10m	v10m
2015-2024	0.041	-0.024	-0.017	-0.040
2025-2034	0.037	-0.021	-0.017	-0.040
2035-2044	0.031	-0.021	-0.017	-0.040
2045-2054	0.032	-0.024	-0.016	-0.039
2055-2064	0.027	-0.022	-0.016	-0.038
2065-2074	0.033	-0.022	-0.016	-0.039
2075-2080	0.034	-0.022	-0.014	-0.038
