month	prcp	t2m	u10m	v10m
1	4.94	0.38	0.66	0.76
2	4.60	0.37	0.65	0.75
3	4.23	0.42	0.65	0.80
4	5.73	0.40	0.61	0.83
5	8.30	0.44	0.76	0.87
6	12.75	0.37	0.74	0.99
7	10.70	0.37	0.73	0.84
8	15.21	0.44	0.99	1.04
9	12.77	0.35	0.84	0.99
10	14.18	0.37	0.82	0.99
11	3.79	0.32	0.58	0.69
12	5.36	0.42	0.64	0.86
