metric	prcp	t2m	u10m	v10m
RMSE	11.33	0.87	0.52	0.57
MAE	6.27	0.70	0.39	0.43
CORR	0.38	0.99	0.89	0.89
CRPS	6.27	0.70	0.39	0.43
STD_DEV	0.00	0.00	0.00	0.00
