month	prcp	t2m	u10m	v10m
1	4.43	1.14	0.60	0.70
2	4.68	1.18	0.62	0.70
3	5.91	1.21	0.66	0.77
4	9.51	1.25	0.65	0.77
5	15.77	1.24	0.65	0.77
6	25.37	1.26	0.69	0.84
7	25.53	1.23	0.75	0.94
8	25.55	1.15	0.73	0.86
9	18.54	1.09	0.62	0.73
10	12.01	1.06	0.63	0.76
11	7.42	1.18	0.62	0.70
12	5.60	1.24	0.59	0.68
