month	prcp	t2m	u10m	v10m
1	1.06	0.44	0.30	0.36
2	0.74	0.42	0.30	0.35
3	1.07	0.47	0.29	0.36
4	2.48	0.44	0.30	0.38
5	4.72	0.47	0.36	0.42
6	6.84	0.35	0.30	0.35
7	7.58	0.38	0.34	0.39
8	9.95	0.41	0.40	0.40
9	7.19	0.37	0.33	0.39
10	4.69	0.37	0.32	0.38
11	0.72	0.38	0.27	0.32
12	1.09	0.49	0.31	0.36
