year_bin	prcp	t2m	u10m	v10m
2015-2024	12.83	1.52	0.93	1.01
2025-2034	14.42	2.17	1.32	1.47
2035-2044	15.70	2.09	1.31	1.46
2045-2054	14.56	2.09	1.32	1.48
2055-2064	15.14	2.13	1.29	1.43
2065-2074	15.74	2.12	1.33	1.44
2075-2080	17.17	1.98	1.32	1.46
