year_bin	prcp	t2m	u10m	v10m
2015-2024	7.30	1.29	0.66	0.74
2025-2034	8.22	1.92	0.91	1.06
2035-2044	9.08	1.84	0.91	1.05
2045-2054	8.17	1.83	0.91	1.07
2055-2064	8.67	1.88	0.89	1.03
2065-2074	9.11	1.86	0.92	1.04
2075-2080	10.08	1.72	0.91	1.05
