month	prcp	t2m	u10m	v10m
1	0.61	0.99	0.96	0.97
2	0.50	0.99	0.96	0.97
3	0.36	0.99	0.95	0.96
4	0.39	0.99	0.94	0.94
5	0.43	0.99	0.92	0.92
6	0.49	1.00	0.91	0.90
7	0.57	1.00	0.92	0.94
8	0.49	1.00	0.90	0.92
9	0.48	1.00	0.91	0.87
10	0.50	1.00	0.95	0.97
11	0.47	1.00	0.96	0.97
12	0.52	0.99	0.94	0.96
