month	prcp	t2m	u10m	v10m
1	1.18	0.44	0.30	0.37
2	0.86	0.42	0.30	0.36
3	1.28	0.48	0.31	0.37
4	2.48	0.46	0.32	0.39
5	4.93	0.52	0.37	0.43
6	7.09	0.38	0.32	0.37
7	8.82	0.38	0.36	0.40
8	9.92	0.42	0.43	0.42
9	8.89	0.36	0.36	0.42
10	5.57	0.39	0.34	0.41
11	0.79	0.34	0.28	0.33
12	1.25	0.47	0.32	0.38
